361041	"Andrews, Robert"|"Kirk, Andrew"|"Geurkov, Vadim"|"Chapman, Glenn"|"Nakhla, Michel"
361042	"Marchand, Yannick"|"Inkpen, Diana"|"Fels, Sidney"|"Freeman, George"|"Smyth, William"
361046	"Langlais, Philippe"|"Charbonneau, Alain"|"Ziarko, Wojciech"|"Kondrak, Grzegorz"|"Inkpen, Diana"
361072	"Vavasis, Stephen"|"Paige, Christopher"|"Storjohann, Arne"|"Greif, Chen"|"Chang, XiaoWen"
361150	"Barker, Kenneth"|"Greer, Jim"|"Samarabandu, Jagath"|"Matwin, Stanislaw"|"Tahvildari, Ladan"
361153	"Pitassi, Toniann"|"McKenzie, Pierre"|"SoltysKulinicz, Michael"|"Urquhart, Alasdair"|"Kabanets, Valentine"
361160	"Schober, Robert"|"Bajcsy, Jan"|"Yu, Fei(Richard)"|"Leung, Cyril"|"Lee, Daniel"
361168	"Samarabandu, Jagath"|"Kabanza, Froduald"|"Stuerzlinger, Wolfgang"|"DiPaola, Steve"|"Nkambou, Roger"
361210	"Liu, Yanni"|"Zhao, Dongmei"|"Cai, Jun"|"Trajkovic, Ljiljana"|"Schlegel, Christian"
361221	"DeVolder, Kris"|"Müller, Hausi"|"Dutchyn, Christopher"|"Maurer, Frank"|"Kent, Kenneth"
361222	"Genov, Roman"|"Khazaka, Roni"|"Achenbach, Sven"|"Georganas, Nicolas"|"Chodavarapu, Vamsy"
361223	"Sedaghat, Reza"|"ElMasry, Ezz"|"Kabbani, Adnan"|"Chen, Chunhong"|"Zhang, Lihong"
361255	"Leung, Albert"|"Aimez, Vincent"|"Areibi, Shawki"|"Pulfrey, David"|"Roberts, Gordon"
361294	"Walsh, Timothy"|"Sawada, Joe"|"Wang, CaoAn"|"BenDavid, Shai"|"Maheshwari, Anil"
361316	"Mirabbasi, Shahriar"|"ElMasry, Ezz"|"Nakhla, Michel"|"Roberts, Gordon"|"Zhang, Lihong"
361317	"Zhang, Lihong"|"Mirabbasi, Shahriar"|"Devabhaktuni, Vijaya"|"Chen, Chunhong"|"Areibi, Shawki"
361366	"Buro, Michael"|"Yao, JingTao"|"Kabanza, Froduald"|"Bouguila, Nizar"|"Poole, David"
361370	"Morrison, Jason"|"Lin, Guohui"|"Zhang, Hao"|"Boukadoum, Mounir"|"Kutulakos, Kiriakos"
361387	"Belzile, Jean"|"Feeley, Michael"|"Hasan, Anwarul"|"ElKhatib, Khalil"|"Miller, James"
361388	"Zhang, Hao"|"Kutulakos, Kiriakos"|"Maheshwari, Anil"|"Ferrie, Frank"|"Hamarneh, Ghassan"
361397	"Tahvildari, Ladan"|"Kontogiannis, Kostas"|"German, Daniel"|"Müller, Hausi"|"Schneider, Kevin"
361402	"Cherkaoui, Omar"|"Feeley, Michael"|"Benoit, Darcy"|"Benlamri, Rachid"|"Liu, Jiming"
361412	"Dutchyn, Christopher"|"Lhotàk, Ondréj"|"Veldhuizen, Todd"|"Tahvildari, Ladan"|"DeVolder, Kris"
361421	"Moshovos, Andreas"|"Jullien, Graham"|"Areibi, Shawki"|"Aamodt, Tor"|"Feeley, Michael"
361466	"Zhang, Huajie"|"Matwin, Stanislaw"|"Pawlak, Miroslaw"|"Marchand, Mario"|"Zaïane, Osmar"
361472	"Drummond, Christopher"|"Hassan, Ahmed"|"Kruchten, Philippe"|"Müller, Hausi"|"German, Daniel"
361534	"Misic, Vojislav"|"Aamodt, Tor"|"VonBochmann, Gregor"|"Liu, Jiming"|"Ludwig, Simone"
361539	"Vincent, Pascal"|"Oppacher, Franz"|"Roweis, Sam"|"Lie, David"|"Kobti, Ziad"
361551	"Szymanski, Ted"|"Kunz, Thomas"|"Liu, Yanni"|"Ilow, Jacek"|"Lee, Daniel"
361686	"Audet, Yves"|"ElMasry, Ezz"|"Huang, WeiPing"|"Chodavarapu, Vamsy"|"Kabbani, Adnan"
361713	"Lutkenhaus, Norbert"|"Wei, Ruizhong"|"Raut, Rabin"|"Debbabi, Mourad"|"Tapp, Alain"
361714	"Trefler, Richard"|"Ludwig, Simone"|"Yan, Yuhong"|"Tapp, Alain"|"Kotsireas, Ilias"
361717	"LeytonBrown, Kevin"|"McKenzie, Pierre"|"Bowling, Michael"|"Xiang, Yang"|"Konemann, Jochen"
361735	"Aubanel, Eric"|"Krivodonova, Lilia"|"Horton, Joseph"|"Fevens, Thomas"|"Aggarwal, AkshaiKumar"
361737	"Lie, David"|"Zulkernine, Mohammad"|"DemkeBrown, Angela"|"Yee, George"|"Feeley, Michael"
361742	"Greer, Jim"|"Jutla, Dawn"|"Barker, Kenneth"|"Goldberg, Ian"|"Matwin, Stanislaw"
361745	"Veksler, Olga"|"Wildes, Richard"|"Kutulakos, Kiriakos"|"Cheng, Howard"|"Roweis, Sam"
361764	"VanBeek, Peter"|"Pesant, Gilles"|"Mackworth, Alan"|"Liu, Jiming"|"Veksler, Olga"
361774	"Benlamri, Rachid"|"Zaïane, Osmar"|"Nkambou, Roger"|"Abidi, Syed"|"Jutla, Dawn"
361810	"Khouas, Abdelhakim"|"Tremblay, Guy"|"Quintero, JoseAlejandro"|"Mullins, John"|"Galinier, Philippe"
361818	"Mcheick, Hamid"|"Badri, Mourad"|"Khouas, Abdelhakim"|"AuclairFortier, MarieFlavie"|"Pierre, Samuel"
361819	"Diamond, James"|"Tzanetakis, George"|"Samadi, Saed"|"Zielinski, Adam"|"Oore, Sageev"
361825	"Bowling, Michael"|"Kobti, Ziad"|"Xiang, Yang"|"Fleming, Michael"|"LeytonBrown, Kevin"
361835	"Finlay, Warren"|"Green, James"|"Mylopoulos, John"|"Shaw, Christopher"|"Li, Yuying"
361850	"Woodbury, Robert"|"Stuerzlinger, Wolfgang"|"Kruchten, Philippe"|"Gutwin, Carl"|"Kirkpatrick, Arthur"
361853	"Goldberg, Ian"|"Somayaji, Anil"|"Whitehead, Anthony"|"Jutla, Dawn"|"Gutwin, Carl"
361854	"Czarnecki, Krzysztof"|"Hassan, Ahmed"|"Tzerpos, Vassilios"|"Zou, Ying"|"Yee, George"
361894	"McNeill, Dean"|"Tzanetakis, George"|"Benoit, Darcy"|"Samadi, Saed"|"Nakhla, Michel"
361900	"Schötzau, Dominik"|"Krivodonova, Lilia"|"Doedel, Eusebius"|"Vavasis, Stephen"|"Greif, Chen"
361932	"Martel, Sylvain"|"Miller, James"|"Areibi, Shawki"|"Roberts, Gordon"|"Schriemer, Henry"
361941	"Zielinski, Adam"|"Basir, Otman"|"Vanderkooy, John"|"McNeill, Dean"|"Diamond, James"
361961	"Leung, Cyril"|"Schober, Robert"|"Ho, Paul"|"Anpalagan, Alagan"|"Yu, Fei(Richard)"
361962	"Baniasadi, Amirali"|"Ye, Andy"|"Kabbani, Adnan"|"Wang, Lingyu"|"Li, Hua"
362005	"Khazaka, Roni"|"Devabhaktuni, Vijaya"|"Van, Vien"|"Ma, Yuan"|"Zhang, Lihong"
362023	"Champagne, Benoit"|"Bajcsy, Jan"|"Ajib, Wessam"|"Nguyen, Ha"|"Yongacoglu, Abbas"
362040	"Salem, Kenneth"|"Benoit, Darcy"|"Chan, Edward"|"Ayanso, Anteneh"|"Pu, KenQian"
362053	"Atlee, Joanne"|"MacDonald, Steven"|"Samavati, Faramarz"|"Bowling, Michael"|"Pientka, Brigitte"
362067	"Winter, HorstMichael"|"Lawford, Mark"|"Chen, XiaoJun"|"Pitassi, Toniann"|"Lhotàk, Ondréj"
362080	"Inkpen, Diana"|"Popowich, Frederick"|"Matwin, Stanislaw"|"Eck, Douglas"|"Stevenson, Suzanne"
362109	"Ye, Andy"|"Chen, Chunhong"|"Huang, WeiPing"|"Zhang, Chang"|"Li, Hua"
362127	"Kabir, MohammadZahangir"|"OLeary, Stephen"|"Johanson, Robert"|"Chapman, Glenn"|"Sargent, Edward(Ted)"
362216	"Cai, Jun"|"Shen, XueminSherman"|"Zhao, Dongmei"|"Wong, Vincent"|"Jaseemuddin, Muhammad"
362303	"Chen, Stephen"|"Holte, Robert"|"Kent, Kenneth"|"Jeffrey, David"|"Pesant, Gilles"
362310	"Loyka, Sergey"|"Ajib, Wessam"|"Cai, Lin"|"Wong, Vincent"|"Shen, XueminSherman"
362370	"Smyth, William"|"Franek, Frantisek"|"McQuillan, Ian"|"Dahl, Veronica"|"Dehne, Frank"
362382	"Mitchell, Ian"|"Jackson, Kenneth"|"Wang, Yingxu"|"Carette, Jacques"|"Kent, Kenneth"
362387	"Hamarneh, Ghassan"|"Zhang, Hao"|"Mignotte, Max"|"Cheng, Howard"|"Ray, Nilanjan"
362403	"Wadge, William"|"Dick, Scott"|"Jeffrey, David"|"Kahl, Wolfram"|"McKenzie, Pierre"
362411	"Ray, Nilanjan"|"Androutsos, Dimitros"|"Kutulakos, Kiriakos"|"Veksler, Olga"|"Zhang, Hao"
362412	"Ellis, Randy"|"Thulasiraman, Parimala"|"Linney, Norma"|"Eramian, Mark"|"Bhattacharya, Prabir"
362414	"Gooch, Amy"|"Bouguila, Nizar"|"Eramian, Mark"|"Ray, Nilanjan"|"Ellis, Randy"
362417	"Gong, Minglun"|"Ferrie, Frank"|"Takaya, Kunio"|"Ray, Nilanjan"|"Veksler, Olga"
362418	"Scott, Stacey"|"Inkpen, Kori"|"Balakrishnan, Ravin"|"Antle, Alissa"|"Bartram, Linda"
362432	"Matrawy, Ashraf"|"Saroiu, Stefan"|"Debbabi, Mourad"|"Hoffman, Daniel"|"Trajkovic, Ljiljana"
362443	"DeFreitas, Joao(Nando)"|"Roweis, Sam"|"Ziarko, Wojciech"|"GhodsiBoushehri, Ali"|"Raahemi, Bijan"
362453	"Eckford, Andrew"|"Li, Cheng"|"Chen, Yuanzhu"|"Jaseemuddin, Muhammad"|"Schlegel, Christian"
362490	"Gavrilova, Marina"|"Sander, Jörg"|"Aitken, Victor"|"Topaloglou, Theodoros"|"Jutla, Dawn"
362491	"Delgrande, James"|"Poole, David"|"Xiang, Yang"|"Mellouli, Sehl"|"Mylopoulos, John"
362492	"Marzi, Hosein"|"Li, Hua"|"Gopalakrishnan, Sathish"|"Khan, Gul"|"Kumar, Shiva"
362504	"Marcus, Brian"|"Konstantinidis, Stavros"|"Lee, Daniel"|"Yongacoglu, Abbas"|"Bajcsy, Jan"
362518	"Beyer, Dirk"|"McIlraith, Sheila"|"Leduc, Ryan"|"DiPaola, Steve"|"Lhotàk, Ondréj"
362519	"Drew, Mark"|"Langer, Michael"|"Bouguila, Nizar"|"Zhang, Hao"|"Hamarneh, Ghassan"
362520	"Stacho, Ladislav"|"Gupta, Arvind"|"Fevens, Thomas"|"Gu, Qianping"|"Li, Ming"
362521	"Kondrak, Grzegorz"|"Eck, Douglas"|"Stevenson, Suzanne"|"Yao, JingTao"|"Inkpen, Diana"
362561	"Pu, KenQian"|"Sander, Jörg"|"Kiringa, Iluju"|"Leung, CarsonKaiSang"|"Raahemi, Bijan"
362566	"Shayan, Yousef"|"Bajcsy, Jan"|"Anpalagan, Alagan"|"Ghrayeb, Ali"|"Lee, Daniel"
362577	"Hooton, Douglas"|"Ding, Chen(Cherie)"|"Miller, James"|"Szczecinski, Leszek"|"Aitken, Victor"
362591	"Vorobyov, Sergiy"|"Bajcsy, Jan"|"Ho, Paul"|"Hamouda, Walaa"|"Champagne, Benoit"
362597	"Wang, Lingyu"|"Karakostas, George"|"Gallant, Robert"|"Saroiu, Stefan"|"Dumitrescu, Sorina"
362602	"Zhao, Vicky"|"Zhang, Chang"|"Yang, EnHui"|"Ahmad, Omair"|"Coulombe, Stéphane"
362608	"Kari, Lila"|"McQuillan, Ian"|"Konstantinidis, Stavros"|"Li, Ming"|"Daley, Mark"
362642	"Asif, Amir"|"Shahrrava, Behnam"|"Yongacoglu, Abbas"|"DeLara, Eyal"|"Alexandrov, Dimiter"
362655	"Lawford, Mark"|"Winter, HorstMichael"|"Leduc, Ryan"|"Lie, David"|"Brodsky, Alexander"
362658	"Mylopoulos, John"|"Topaloglou, Theodoros"|"Parsons, Jeffrey"|"Babin, Gilbert"|"Delgrande, James"
362659	"Baljko, Melanie"|"Misic, Vojislav"|"Swamy, Chaitany"|"Fels, Sidney"|"Moshovos, Andreas"
362677	"McGrenere, Joanna"|"Abidi, Syed"|"Scott, Stacey"|"MacLean, Karon"|"Hepting, Daryl"
